nixpkgs._0verkill                                                      0verkill-unstable-2011-01-13
nixpkgs.update-nix-fetchgit                                            update-nix-fetchgit-0.2.5
nixpkgs.update-python-libraries                                        update-python-libraries
nixpkgs.update-resolv-conf                                             update-resolv-conf-2017-06-21
nixpkgs.update-systemd-resolved                                        update-systemd-resolved-1.3.0
nixpkgs.upower                                                         upower-0.99.11
nixpkgs.go-upower-notify                                               upower-notify-20160310-14c581e
nixpkgs.upterm                                                         upterm-0.5.2
nixpkgs.uptimed                                                        uptimed-0.4.2
nixpkgs.upwork                                                         upwork-5.5.0.1
nixpkgs.upx                                                            upx-3.96
nixpkgs.uq                                                             uq-unstable-2018-05-27
nixpkgs.uqm                                                            uqm-0.7.0
nixpkgs.uqmi                                                           uqmi-unstable-2019-06-27
nixpkgs.urbanterror                                                    urbanterror-4.3.4
nixpkgs.urbit                                                          urbit-0.7.3
nixpkgs.urdfdom                                                        urdfdom-1.0.4
nixpkgs.urdfdom-headers                                                urdfdom-headers-1.0.5
nixpkgs.urh                                                            urh-2.9.1
nixpkgs.uri                                                            uri-1.1.0
nixpkgs.uriparser                                                      uriparser-0.9.4
nixpkgs.urjtag                                                         urjtag-2019.12
nixpkgs.urlhunter                                                      urlhunter-0.1.1
nixpkgs.urlscan                                                        urlscan-0.9.5
nixpkgs.urlview                                                        urlview-0.9-19
nixpkgs.urlwatch                                                       urlwatch-2.21
nixpkgs.urn                                                            urn-0.7.2
nixpkgs.urn-timer                                                      urn-timer-unstable-2017-08-20
nixpkgs.ursadb                                                         ursadb
nixpkgs.urserver                                                       urserver-3.6.0.745
nixpkgs.urweb                                                          urweb-20200209
nixpkgs.urxvt_autocomplete_all_the_things                              urxvt-autocomplete-all-the-things-1.6.0
nixpkgs.urxvt_font_size                                                urxvt-font-size-2015-05-22
nixpkgs.urxvt_perl                                                     urxvt-perl-2015-01-16
nixpkgs.urxvt_perls                                                    urxvt-perls-2.3
nixpkgs.urxvt_tabbedex                                                 urxvt-tabbedex-19.21
nixpkgs.urxvt_theme_switch                                             urxvt-theme-switch-2014-12-21_revc
nixpkgs.usb-modeswitch                                                 usb-modeswitch-2.6.0
nixpkgs.usb_modeswitch                                                 usb-modeswitch-2.6.0
